Category,Name,NameCH,Sweetness,Preparation_Time,Calories,Ingredients,Temperature,Size,Link,Image,Almond Flakes,Almond Pudding,Almond Soup,Black Sugar Boba,Boba,Caramel Pudding,Caramel Sauce,Chocolate Chip Egg Waffle,Chocolate Chips,Chocolate Egg Waffle,Chocolate Syrup,Chocolate Wafer Rolls,Coconut Flakes,Coconut Milk,Coconut Soup,Creamer,Crystal Mochi,Egg Waffle,Fluffy,Grass Jelly,Grass Jelly Shaved Ice,Grass Jelly Soup,Hot Red Beans Soup,Ice Cream,Mango,Matcha Egg Waffle,Matcha Red Beans Egg Waffle,Melon Jelly,Milk,Milk Tea Sauce,Mini Q,Mixed Nuts,Mung Bean Cakes,Peanuts,Potaro Ball,Purple Rice,Purple Rice Soup,Q Mochi,Red Beans,Red Beans Soup,Rice Balls,Sago,Sesame Rice Balls,Shaved Ice,Strawberry,Taro,Taro Balls,Taro Paste,Taro Paste Sauce,Tofu Pudding,Ube Milk Shaved Ice,Ube Paste
布丁,Q Mochi & Caramel Pudding,Q麻薯焦糖布丁拼盘,2,4,663,"Boba,Caramel Pudding,Caramel Sauce,Coconut Flakes,Q Mochi",1," 
 	
One Size",,static/Q-Mochi-Egg-Pudding-Combo.png,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
麻薯小点心,Crystal Mochi Set,凉果子,1,4,384,Crystal Mochi,1," 
 	
One Size",,static/05-Crystal-Mochi-Set-1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
麻薯小点心,Q Mochi Set,日式Q麻薯,1,4,359,"Caramel Sauce,Coconut Flakes,Q Mochi",1," 
 	
One Size",,static/Q-Mochi.png,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
麻薯小点心,Crystal & Q Mochi Set,凉果子Q麻薯拼盘,1,4,245,"Crystal Mochi,Caramel Sauce,Coconut Flakes,Q Mochi",1," 
 	
One Size",,static/,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
麻薯小点心,Crystal Mochi & Mung Bean Cake Set,凉果子绿豆糕拼盘,1,4,340,"Crystal Mochi,Mung Bean Cakes",1," 
 	
One Size",,static/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
麻薯小点心,Mung Bean Cake Set,绿豆糕,1,4,300,Mung Bean Cakes,1," 
 	
One Size",,static/5c3ea6d1-2d1a-402a-a854-5cfbda55de92.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
杏仁露,Hot Almond Drink,原味热杏仁露,1,4,445,Almond Soup,2," 
 	
One Size",,static/6e69b595-2297-4ba8-913d-5f3f348e3142.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
杏仁露,Hot Boba Almond Drink,珍珠热杏仁露,1,4,566,"Boba,Almond Soup",2," 
 	
One Size",,static/2a05b8fc-c037-4aa8-9d5c-0763d7d4f31b.png,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
杏仁露,Hot Mini Q Almond Drink,小芋圆热杏仁露,1,4,545,"Mini Q,Almond Soup",2," 
 	
One Size",,static/e4cec7c2-ea8a-4540-b51f-554bd7536ec6.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
牛奶冰,Mango Milk Shaved Ice,芒果牛奶冰,3,5,753,"Mango,Milk,Ice Cream",1,L,https://www.meetfresh.us/mango-milk-shaved-ice/,static/Mango-Milk-芒果牛奶冰.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
牛奶冰,Mango Milk Shaved Ice,芒果牛奶冰,3,5,377,"Mango,Milk,Ice Cream",1,M,https://www.meetfresh.us/mango-milk-shaved-ice/,static/Mango-Milk-芒果牛奶冰.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
牛奶冰,Strawberry Milk Shaved Ice,草莓牛奶冰,3,5,879,"Strawberry,Ice Cream,Milk",1,L,https://www.meetfresh.us/strawberry-milk-shaved-ice/,static/Strawberry-Milk-Shaved-Ice.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
牛奶冰,Strawberry Milk Shaved Ice,草莓牛奶冰,3,5,440,"Strawberry,Ice Cream,Milk",1,M,https://www.meetfresh.us/strawberry-milk-shaved-ice/,static/Strawberry-Milk-Shaved-Ice.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
牛奶冰,Mangoberry Milk Shaved Ice,双子星牛奶冰,3,5,1037,"Mango,Strawberry,Milk,Ice Cream",1,L,https://www.meetfresh.us/mangoberry-milk-shaved-ice/,static/Mangoberry-milk-雙子星冰-scaled.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
牛奶冰,Mangoberry Milk Shaved Ice,双子星牛奶冰,3,5,519,"Mango,Strawberry,Milk,Ice Cream",1,M,https://www.meetfresh.us/mangoberry-milk-shaved-ice/,static/Mangoberry-milk-雙子星冰-scaled.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
杏仁烧,Hot Almond Soup Tofu Pudding,热杏仁烧豆花,1,4,441,"Tofu Pudding,Almond Soup",2," 
 	
One Size",,static/Hot-almond-soup-tofu-pudding-杏仁燒豆花-2048x1768.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
杏仁烧,Hot Almond Soup Signature,招牌杏仁烧,1,4,965,"Mini Q,Red Beans,Boba,Almond Flakes,Almond Soup",2," 
 	
One Size",https://www.meetfresh.us/hot-almond-soup-signature/,static/01-Hot-Coco-Sago-Signature.jpg,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
杏仁烧,Hot Almond Soup A,热杏仁烧A,1,4,953,"Taro Balls,Almond Flakes,Almond Soup,Peanuts,Red Beans,Boba",2," 
 	
One Size",https://www.meetfresh.us/hot-almond-soup-combo-a,static/37e154fc-45ab-459b-94bc-0427e40c7a49.png,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
杏仁烧,Hot Almond Soup B,热杏仁烧B,1,4,793,"Taro Balls,Almond Flakes,Almond Soup,Taro,Red Beans,Boba,",2," 
 	
One Size",https://www.meetfresh.us/hot-almond-soup-combo-b,static/130d2190-c3c2-4acb-b2f4-d97653555cec.png,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
杏仁烧,Hot Almond Soup C,热杏仁烧C,1,4,679,"Taro Balls,Almond Flakes,Almond Soup,Melon Jelly,Rice Balls,Boba",2," 
 	
One Size",https://www.meetfresh.us/hot-almond-soup-combo-c,static/Hot-Almond-Soup-Combo-C-transparent-2048x1702.png,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
杏仁烧,Create Your Own Hot Almond Soup,自由配：杏仁烧,1,4,383,Almond Soup,2," 
 	
One Size",,static/,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QT cup,Taro Paste QT,芋泥可爱杯,3,4,550,"Mini Q,Taro Paste,Taro Paste Sauce,Ice Cream,Milk",1," 
 	
One Size",,static/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
QT cup,Caramel Puddin' QT,焦糖布丁可爱杯,3,4,895,"Boba,Caramel Pudding,Rice Balls,Milk Tea Sauce,Ice Cream",1," 
 	
One Size",,static/,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
QT cup,Almond Puddin' QT,杏仁布丁可爱杯,3,4,460,"Almond Pudding,Mini Q,Red Beans,Ice Cream,Milk",1," 
 	
One Size",,static/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
紫薯甜点,Ube & Taro Paste Signature,紫薯芋泥招牌,2,4,680,"Taro Paste,Ube Paste,Taro Balls,Grass Jelly,Grass Jelly Shaved Ice,Creamer",1," 
 	
One Size",,static/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
紫薯甜点,Ube Milk Shaved Ice,紫薯牛奶冰,2,4,1005,"Ube Milk Shaved Ice,Ube Paste,Mini Q,Red Beans,Boba,Taro Balls",1," 
 	
One Size",,static/,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
紫米饮料,Purple Rice Fresh Milk,紫米鲜奶,2,4,744,"Purple Rice,Milk",1," 
 	
One Size",,static/purple-rice-drink-fresh-milk-紫米鲜奶.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
紫米饮料,Purple Rice Fresh Milk,紫米鲜奶,2,4,790,"Purple Rice,Milk",2," 
 	
One Size",,static/purple-rice-drink-fresh-milk-紫米鲜奶.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
紫米饮料,Boba Purple Rice Fresh Milk,紫米珍珠鲜奶,2,4,830,"Boba,Purple Rice,Milk",1," 
 	
One Size",,static/Boba-purple-rice-drink-紫米珍珠.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
紫米饮料,Boba Purple Rice Fresh Milk,紫米珍珠鲜奶,2,4,918,"Boba,Purple Rice,Milk",2," 
 	
One Size",,static/Boba-purple-rice-drink-紫米珍珠.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
紫米饮料,Mini Q Purple Rice Fresh Milk,紫米小芋圆鲜奶,2,4,831,"Mini Q,Purple Rice,Milk",1," 
 	
One Size",,static/Mini-Q-purple-rice-drink-紫米小芋圆.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
紫米饮料,Mini Q Purple Rice Fresh Milk,紫米小芋圆鲜奶,2,4,873,"Mini Q,Purple Rice,Milk",2," 
 	
One Size",,static/Mini-Q-purple-rice-drink-紫米小芋圆.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
紫薯饮料,Fluffy Ube Smoothie,紫薯奶霜冰沙,2,4,590,"Ube Paste,Fluffy",1," 
 	
One Size",,static/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
椰奶饮料,Cold Coco Sago Drink,冷芋泥椰奶西米露,2,4,985,"Coconut Milk,Sago",1," 
 	
One Size",,static/Coco-Sago-Drink-resized.png,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
椰奶饮料,Cold Mini Q Coco Sago Drink,冷芋泥椰奶小芋圆,2,4,985,"Coconut Milk,Sago,Mini Q",1," 
 	
One Size",,static/Mini-Q-Coco-Sago-Drink-resized.png,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
椰奶饮料,Hot Coco Sago Drink,热芋泥椰奶西米露,2,4,950,"Coconut Milk,Sago",2," 
 	
One Size",,static/Coco-Sago-Drink-resized.png,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
椰奶饮料,Hot Mini Q Coco Sago Drink,热芋泥椰奶小芋圆,2,4,955,"Coconut Milk,Sago,Mini Q",2," 
 	
One Size",,static/Mini-Q-Coco-Sago-Drink-resized.png,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
紫米粥,Cold Purple Rice Soup Signature,招牌冷紫米粥,2,4,711,"Taro Paste,Taro Balls,Rice Balls,Purple Rice Soup",1,One Size,https://meetfresh.us/cold-purple-rice-soup-signature/,static/Cold-Purple-Rice-Soup-Signature.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
紫米粥,Hot Purple Rice Soup Signature,招牌热紫米粥,2,4,706,"Taro Paste,Taro Balls,Rice Balls,Purple Rice Soup",2,One Size,https://meetfresh.us/hot-purple-rice-soup-signature/,static/01-Cold-hot-Purple-Rice-Soup-Signature-2024.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
紫米粥,Cold Purple Rice Soup A,冷紫米粥A,2,4,1117,"Purple Rice Soup,Peanuts,Red Beans,Boba",1,One Size,https://meetfresh.us/purple-rice-soup-combo-a/,static/purple-rice-soup-A-紫米粥A-2048x1757.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
紫米粥,Hot Purple Rice Soup A,热紫米粥A,2,4,1117,"Purple Rice Soup,Peanuts,Red Beans,Boba",2,One Size,https://meetfresh.us/purple-rice-soup-combo-a/,static/purple-rice-soup-A-紫米粥A-2048x1757.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
紫米粥,Cold Purple Rice Soup B,冷紫米粥B,2,4,867,"Purple Rice Soup,Taro,Red Beans,Boba",1,One Size,https://meetfresh.us/purple-rice-soup-combo-b/,static/04-Purple-Rice-Soup-B-Cold-Hot-2024.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
紫米粥,Hot Purple Rice Soup B,热紫米粥B,2,4,867,"Purple Rice Soup,Taro,Red Beans,Boba",2,One Size,https://meetfresh.us/purple-rice-soup-combo-b/,static/04-Purple-Rice-Soup-B-Cold-Hot-2024.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
紫米粥,Cold Purple Rice Soup C,冷紫米粥C,2,4,753,"Purple Rice Soup,Melon Jelly,Rice Balls,Boba",1,One Size,https://meetfresh.us/purple-rice-soup-combo-c/,static/Purple-Rice-Soup-C-transparent-resized.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
紫米粥,Hot Purple Rice Soup C,热紫米粥C,2,4,753,"Purple Rice Soup,Melon Jelly,Rice Balls,Boba",2,One Size,https://meetfresh.us/purple-rice-soup-combo-c/,static/Purple-Rice-Soup-C-transparent-resized.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
紫米粥,Create Your Own Purple Rice Soup,自由配：紫米粥,2,4,457,Purple Rice Soup,1,One Size,,static/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
紫米粥,Create Your Own Purple Rice Soup,自由配：紫米粥,2,4,457,Purple Rice Soup,2,One Size,,static/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
紫米粥,Hot Almond Soup with Purple Rice Soup,热紫米杏仁露,2,4,457,"Almond Flakes,Almond Soup,Purple Rice Soup",2,One Size,,static/e79f4120-b310-4d1a-8d76-606c39e30b58.png,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
椰奶甜品,Cold Coco Sago Signature,招牌冷椰奶,2,4,1465,"Sago,Taro Balls,Taro,Boba,Almond Pudding,Coconut Soup",1,One Size,https://meetfresh.us/cold-coco-sago-soup-signature/,static/01-Cold-Coco-Sago-Signature-2024.png,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
椰奶甜品,Hot Coco Sago Signature,招牌热椰奶,2,4,1115,"Sago,Taro Balls,Taro,Boba,Almond Pudding,Coconut Milk",2,One Size,,static/01-Hot-Coco-Sago-Signature.jpg,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
椰奶甜品,Cold Coco Sago A,冷椰奶A,2,4,1025,"Sago,Red Beans,Peanuts,Mini Q,Coconut Soup",1,One Size,https://meetfresh.us/cold-coco-sago-soup-combo-a/,static/Cold-Coco-Sago-A.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
椰奶甜品,Hot Coco Sago A,热椰奶A,2,4,830,"Sago,Red Beans,Peanuts,Taro Balls,Coconut Milk",2,One Size,,static/02-Hot-Coco-Sago-A.png,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
椰奶甜品,Cold Coco Sago B,冷椰奶B,2,4,940,"Sago,Taro,Red Beans,Mini Q,Coconut Soup",1,One Size,https://meetfresh.us/cold-coco-sago-soup-combo-b/,static/Cold-Coco-Sago-B-2048x1756.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
椰奶甜品,Hot Coco Sago B,热椰奶B,2,4,1085,"Sago,Red Beans,Taro,Taro Balls,Coconut Milk",2,One Size,,static/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
椰奶甜品,Cold Coco Sago C,冷椰奶C,2,4,995,"Sago,Melon Jelly,Rice Balls,Mini Q,Coconut Soup",1,One Size,https://meetfresh.us/cold-coco-sago-soup-combo-c/,static/Cold-Coco-Sago-C.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
椰奶甜品,Hot Coco Sago C,热椰奶C,2,4,1620,"Sago,Rice Balls,Melon Jelly,Taro Balls,Coconut Milk",2,One Size,,static/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
椰奶甜品,Create Your Own Coco Sago,自由配椰奶,2,4,565,"Coconut Milk,Sago",1," 
 	
One Size",,static/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
椰奶甜品,Create Your Own Coco Sago,自由配椰奶,2,4,565,"Coconut Milk,Sago",2," 
 	
One Size",,static/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
